employee_id,first_name,last_name,email,hire_date,job_title,department,salary,manager_id,address,city,state,zip_code,birth_date,status
1018,Allison,Hardy,allison.hardy@patton.net,2026-07-19,hr specialist,marketing,"$72,960.84",2003,32927 Jessica Ports,Mcdonaldmouth,NM,23386,2002-03-21,On Leave
1019,Michelle,Smith,MICHELLE.SMITH@DICKSON.INFO,2023-03-18,SOFTWARE ENGINEER,IT,79138.86,2003,80205 Jacob Estate,West Nicholas,RI,04538,1989-12-29,Inactive
1020,Diane,Davenport,diane.davenport@romero-moore.biz,2026-03-15,Software Engineer,Analytics,107568.9,2002,338 Michelle Trace,South Randallmouth,SD,13582,1967-09-21,Active
1021,Matthew,Turner,matthew.turner@mcknight.net,2021-04-07,Software Engineer,IT,"$128,936.60",2002,77300 Henson Street,Port Cassandra,MI,63307,2004-03-14,Inactive
1022,Christopher,Figueroa,christopher.figueroa@anderson.info,2023-12-17,Software Engineer,HR,128262.9,,1326 Stewart Glens,Port Michael,HI,59264,1993-06-12,Active
1023,Julia,Farmer,julia.farmer@juarez.com,2018-07-10,Software Engineer,Sales,"$144,739.42",2003,6005 Benson Springs,Westbury,ND,35526,1975-11-23,On Leave
1024,Lucas,Wiley,lucas.wiley@kirk-torres.com,2025-06-17,Project Manager,HR,70154.8,2002,84830 Wallace Cove Apt. 965,New Diane,CT,32507,1968-01-15,On Leave
1025,James,Torres,james.torres@rose.biz,2018-12-31,HR Specialist,IT,"$40,860.65",2003,4910 Emily Valley Suite 521,Joshuamouth,OR,31593,1979-03-04,On Leave
1026,Veronica,Davis,veronica.davis@walker.com,2020-10-11,HR Specialist,Sales,114841.26,2001,413 Jacob Park Apt. 824,South Jerryfurt,NE,80477,1961-06-11,Inactive
1027,Lynn,Swanson,lynn.swanson@lewis.com,2023-04-05,Software Engineer,Analytics,121693.7,,1743 Ashley Well,Port Meredith,NV,15509,1989-12-15,Active
1028,Karen,Hoffman,karen.hoffman@reed-cisneros.com,2024-08-26,HR Specialist,Sales,101092.35,,673 Mercado Land Apt. 570,Michaelmouth,LA,39772,1999-02-27,Inactive
1029,Micheal,Marquez,micheal.marquez@adams-cobb.com,2023-12-18,Sales Representative,Sales,113979.77,2003,613 Scott Ranch Suite 493,Shaneshire,AR,29961,1996-05-31,On Leave
1030,Pamela,Meyer,pamela.meyer@lopez-crawford.com,2017-08-21,Sales Representative,Analytics,"$57,673.85",2003,512 Donna Fields Apt. 141,West Michaelstad,VA,55459,1996-03-18,Inactive
1031,Michael,Henderson,michael.henderson@cabrera.net,2021-04-16,Project Manager,Marketing,114737.56,2002,780 Carlson Field Apt. 234,Billychester,NY,41575,1997-05-21,Active
1032,Kathryn,Wilson,kathryn.wilson@rojas.org,2025-06-25,Data Analyst,Sales,"$119,655.21",2002,655 Kristen Roads,Brooksmouth,WV,60712,1999-07-31,Active
1033,Jeremy,Beck,jeremy.beck@acosta.com,2022-11-24,Sales Representative,HR,"$68,130.84",2003,297 Davis Flats,Amyland,DC,17570,1997-07-03,On Leave
1034,Melissa,Monroe,melissa.monroe@campbell.com,2016-09-17,Sales Representative,Marketing,62825.33,2002,2418 John Knoll,Beckyberg,PW,14182,1998-07-04,On Leave
1035,Casey,Jackson,casey.jackson@chavez.com,2024-09-10,Data Analyst,Analytics,70283.18,2002,554 Moore Circles,Smithside,NC,09427,1984-07-08,Inactive
1036,Wendy,Howard,,2023-12-26,HR SPECIALIST,it,73247.68,2003,12201 Mark Parkway Apt. 206,Christopherberg,PA,06201,1964-11-21,Active
1037,James,Rodriguez,JAMES.RODRIGUEZ@BRADSHAW.COM,2024-06-27,Project Manager,Sales,59588.4,,512 Ferguson Ford,East Danielleberg,IN,50720,1978-05-24,Inactive
1038,Tonya,Logan,tonya.logan@carter.com,2024-06-29,HR SPECIALIST,hr,"$115,603.08",2002,85305 Odonnell Rue Suite 578,Michaelmouth,WA,49238,1975-08-12,Inactive
1039,Walter,White,walter.white@richards.info,2025-10-01,HR Specialist,IT,136201.29,2003,7211 Aguilar Tunnel Suite 382,North David,FL,61281,1997-01-19,Active
1040,Cameron,Brown,CAMERON.BROWN@JONES-HURST.COM,2020-05-07,Sales Representative,Marketing,132225.8,2001,3358 Luna Cliff Apt. 458,Patriciahaven,SD,83083,1995-10-30,On Leave
1041,Andrew,Stewart,andrew.stewart@rios.com,2020-06-12,HR Specialist,Marketing,"$128,996.90",,339 Powers Vista,Wilsonville,KS,61827,1964-11-27,Inactive
1042,Brenda,Smith,brenda.smith@hood-dixon.com,2018-08-08,HR Specialist,Analytics,54023.48,2003,79585 Amy Canyon,Boydfurt,VT,40306,1997-11-30,Inactive
1043,Lisa,Johnson,lisa.johnson@wise.info,2018-09-14,Software Engineer,Marketing,"$95,096.14",2002,4752 Kenneth Plain,Melissaport,DC,79226,1991-10-03,Active
1044,Brian,Best,brian.best@yang.com,2024-09-19,Data Analyst,HR,119483.07,2002,586 Tracy Turnpike Suite 662,North Marytown,SD,47539,1986-10-27,Inactive
1045,Charles,Murray,charles.murray@acosta-banks.com,2017-12-28,Project Manager,Marketing,126894.82,2002,61254 Megan Glen,South Diana,RI,19111,2003-08-22,On Leave
1046,Edwin,Hammond,edwin.hammond@welch-lynch.com,2020-06-23,Software Engineer,HR,96754.26,2002,951 King Isle,Port Kelseyland,DC,42347,1988-11-22,Inactive
1047,Courtney,Sullivan,courtney.sullivan@ramirez.com,2018-09-01,Software Engineer,HR,138532.34,2001,56310 Stacy Gardens Apt. 841,Mollybury,NH,47408,1983-11-19,Active
1048,James,Olson,james.olson@brown.com,2024-01-30,Project Manager,IT,40487.41,2002,16982 Teresa Ridge Suite 739,Aaronshire,TN,12811,1976-04-06,Active
1049,Teresa,Carlson,TERESA.CARLSON@FORBES.NET,2021-07-05,Software Engineer,Analytics,84477.14,2003,400 Beck Squares,Anneberg,AK,57388,1995-11-03,Inactive
1050,Randall,Clark,randall.clark@costa-henry.com,2022-04-06,software engineer,marketing,114409.93,2002,00106 Jacob Valley,North Josephmouth,NY,37866,1978-03-04,Active
1051,Janice,Garcia,janice.garcia@wilson.com,2017-04-25,Data Analyst,Marketing,71456.16,2002,1848 Randy Ridges,West Cynthiaburgh,NJ,34494,1980-09-12,Inactive
1052,Victoria,Ramirez,,2022-07-22,Data Analyst,HR,137548.9,2001,02637 Ramirez Causeway Suite 329,West Chrisland,NV,17155,1993-06-22,On Leave
1053,Eric,Marshall,eric.marshall@weaver-brown.net,2026-07-06,PROJECT MANAGER,sales,43783.86,,51368 Johnson Terrace,Brownport,NV,15632,2000-12-13,On Leave
1054,Brian,Chung,brian.chung@middleton.com,2022-12-04,project manager,analytics,"$107,877.38",2001,7912 Benjamin Islands Apt. 313,Kristinville,CO,17603,1989-06-11,Active
1055,Shaun,Koch,shaun.koch@fields.com,2018-03-24,Project Manager,IT,87558.52,2002,599 Matthew View,Smithside,MA,43832,1997-05-01,On Leave
1056,Charles,Maldonado,charles.maldonado@garcia-ortiz.com,2022-10-22,DATA ANALYST,ANALYTICS,74251.19,,103 Snyder Stream,Joneschester,NE,47571,1996-03-17,Active
1057,Gene,Hood,gene.hood@mclaughlin.net,2026-10-14,HR Specialist,HR,60223.76,2001,6121 Wilson Prairie Apt. 721,Shawntown,DE,36555,1985-02-22,Inactive
1058,Scott,Turner,scott.turner@mullins-snyder.org,2021-04-15,Project Manager,HR,"$90,803.64",2001,981 Guzman Street Suite 596,Lake Davidborough,GA,25342,1974-08-15,Active
1059,Matthew,Harris,matthew.harris@company,2017-04-07,hr specialist,marketing,66459.06,2003,297 Whitney Estate,East Rhonda,ME,72200,1991-02-14,Inactive
1060,Patrick,Smith,patrick.smith@cook-gutierrez.info,2017-12-01,HR Specialist,Analytics,87082.09,,07076 Lewis Square Apt. 027,South Julie,UT,80052,1984-01-08,Active
1061,Andrew,Vazquez,,2017-01-03,Project Manager,Marketing,84030.61,2001,34374 Crystal Fall Suite 742,West Larryhaven,NY,89941,2000-07-03,Active
1062,Nicole,Pruitt,nicole.pruitt@@company.com,2020-10-08,DATA ANALYST,hr,"$95,118.36",2001,554 Morgan Heights Apt. 207,Gregoryborough,OH,06264,1985-08-22,On Leave
1063,Heather,Thompson,heather.thompson@kim.com,2020-11-28,Software Engineer,IT,79646.38,,9634 Day Divide Suite 135,Amberland,WY,62829,1977-05-19,Active
1064,Micheal,Goodman,micheal.goodman@clay-sanders.com,2027-03-23,Sales Representative,Analytics,"$138,420.74",2001,425 Shields Light Apt. 806,Mossbury,IN,80593,1972-07-10,On Leave
1065,Robert,Myers,ROBERT.MYERS@MULLINS-NGUYEN.COM,2026-02-05,HR Specialist,Marketing,"$133,172.65",,6393 Kelsey Plaza Apt. 294,West Mario,WI,10274,1990-11-14,On Leave
1066,Elizabeth,Turner,elizabeth.turner@zhang.com,2019-10-17,HR Specialist,HR,86348.75,,9089 John Orchard,Henrybury,UT,07575,1962-01-25,Inactive
1067,Christopher,Reeves,christopher.reeves@gallagher.org,2024-06-29,SOFTWARE ENGINEER,analytics,"$75,203.61",,9646 Randy View Suite 554,West Sarahstad,ND,65324,1991-05-06,Active
1068,Jeffrey,Tyler,jeffrey.tyler@frazier.com,2022-04-07,Software Engineer,HR,"$132,254.07",2001,3069 Wendy Rapid,North Robert,OK,72218,1965-07-08,On Leave
1069,Maria,Bauer,maria.bauer@dominguez.biz,2024-11-10,Software Engineer,IT,"$60,950.79",2003,5994 Nicole Rue,Foxhaven,PR,91779,1968-02-11,On Leave
1070,Teresa,Lewis,teresa.lewis@obrien.info,2019-08-26,SOFTWARE ENGINEER,IT,"$50,943.31",2001,99647 Kennedy Shoals Suite 236,Jameston,MO,78151,1995-07-05,Active
1071,Dakota,Johns,dakota.johns@gamble-singh.com,2019-12-19,DATA ANALYST,SALES,127727.42,2001,187 Rogers Parks Suite 759,Taylorton,AZ,12345,1963-12-06,Inactive
1072,Russell,Gomez,russell.gomez@smith.com,2019-01-06,HR Specialist,Sales,100086.48,,45768 Patricia Greens,Williamhaven,MT,78239,1995-02-14,Active
1073,Jason,Vasquez,jason.vasquez@mcgee.com,2021-10-02,Software Engineer,HR,121078.47,2003,863 Watson Isle Suite 719,Jacksonland,WV,43647,1971-08-01,Active
1074,Kenneth,Gutierrez,kenneth.gutierrez@miller.com,2025-03-28,Software Engineer,Analytics,"$110,240.09",2001,014 Reynolds Station Suite 138,Ashleyborough,WY,67821,1962-12-21,On Leave
1075,Jason,Coleman,jason.coleman@wilcox-le.net,2022-08-17,Project Manager,Marketing,61124.47,2002,829 Jerry Rest Suite 015,Lake Leroy,KS,79304,1974-11-15,On Leave
1076,Christine,Chavez,christine@.com,2020-07-31,software engineer,SALES,88996.6,2002,73177 Margaret Glens,Lake Erin,UT,55188,1993-06-26,Active
1077,Mckenzie,Frederick,mckenzie.frederick@cummings.org,2018-11-26,Data Analyst,Marketing,60882.42,2002,1463 Johnson Drive Suite 916,Cassidyfort,ND,16010,1983-05-30,On Leave
1078,Cheryl,Wilson,cheryl.wilson@martinez-morgan.com,2022-11-08,Data Analyst,Analytics,114335.38,2001,86002 Emily Mill,Joannton,WV,45793,1972-11-13,On Leave
1079,Alexis,Smith,alexis.smith@mcclure.info,2024-06-18,Sales Representative,Analytics,"$40,048.34",2003,232 William Crossroad Suite 964,Danielstown,KY,72497,1995-08-08,On Leave
1080,Brandon,Wagner,brandon.wagner@castillo-larson.info,2022-04-02,HR Specialist,Marketing,66162.88,,883 Dawn Overpass Apt. 926,North Sandyport,GA,23371,2000-12-06,On Leave
1081,Erica,Deleon,erica.deleon@rich-robinson.org,2024-11-29,Software Engineer,Sales,118524.72,2002,48471 Sonya Street,Nicholsfort,KS,30898,1980-04-15,Inactive
1082,Karen,Barrett,karen.barrett@castillo.com,2023-12-23,HR Specialist,Sales,95077.27,2001,160 Dave Inlet,Montgomeryburgh,MD,75671,1977-08-08,Active
1083,Chad,Yoder,chad.yoder@hutchinson.com,2021-12-28,Project Manager,IT,109104.74,2003,4100 Wright Common,Ramirezland,MO,11309,1991-05-14,Active
1084,Sean,Shannon,sean.shannon@thomas.com,2022-11-21,Sales Representative,Marketing,78296.77,2002,3059 Jennifer Corner,Lake Michelle,ID,42516,1966-10-24,Active
1085,David,Young,david.young@walsh.com,2018-01-17,Data Analyst,HR,76859.95,,667 Julie Terrace Apt. 847,Hannafort,WA,88655,1969-01-10,Active
1086,Wayne,Ward,wayne.ward@montoya-miller.com,2018-08-25,Data Analyst,Marketing,"$93,278.66",2002,7356 Craig Hill Apt. 631,Port Kathrynhaven,NC,87440,1999-03-08,Inactive
1087,Sara,Dickerson,sara.dickerson@aguilar.net,2019-06-12,Data Analyst,HR,"$66,084.97",2003,039 Pamela Mountain,Lake Elizabethview,TX,65623,1961-04-19,On Leave
1088,Jonathan,Haley,jonathan.haley@nelson.com,2021-02-24,Software Engineer,Analytics,132787.1,2002,36306 Jones Spurs Apt. 697,East Rubenbury,DC,20039,1968-06-03,Inactive
1089,Kathleen,Lowery,,2019-12-28,HR SPECIALIST,HR,"$88,437.91",2002,4442 Stein Shores,Lake Lorishire,PA,13953,1987-06-21,On Leave
1090,Shane,Butler,shane.butler@mccoy.biz,2024-11-30,DATA ANALYST,MARKETING,73802.19,2001,8507 Amy Bridge Apt. 677,Meganberg,WV,26531,1990-06-16,On Leave
1091,Jamie,Fowler,JAMIE.FOWLER@WELLS.BIZ,2025-05-16,Project Manager,Marketing,117544.04,,940 Bell Mountains Suite 538,Wadestad,VT,54148,1979-04-05,On Leave
1092,Steven,Carter,steven@same.com,2019-05-01,DATA ANALYST,IT,62247.29,,9007 Jason Shoal Apt. 433,Lindaton,MA,32785,1995-06-18,Inactive
1093,Christopher,Khan,christopher.khan@campbell-bass.net,2025-04-22,DATA ANALYST,analytics,69901.37,2001,11173 John Streets,North Morgantown,PA,58545,1973-10-14,On Leave
1094,Michelle,Davis,michelle.davis@company,2023-11-07,HR Specialist,Sales,"$117,951.02",,36585 Richardson Circle,Benjaminshire,GA,36810,1960-09-05,On Leave
1095,Kim,Preston,KIM.PRESTON@EDWARDS-KELLER.INFO,2020-05-02,Sales Representative,Analytics,106595.75,2001,85888 Kenneth Ferry,Jamesborough,WV,63530,1985-08-23,Inactive
1096,Kimberly,Webster,KIMBERLY.WEBSTER@DUNCAN.COM,2026-03-31,Project Manager,Analytics,94997.69,,81644 Thompson Club,Walshchester,CA,13379,1965-01-15,On Leave
1097,William,Underwood,william.underwood@miles.com,2020-06-02,Data Analyst,Sales,"$87,800.01",2002,18129 Burton Circles Apt. 338,New Jennifermouth,AS,13544,1963-11-15,On Leave
1098,Tyler,Harrington,tyler.harrington@flores-gordon.com,2016-07-30,software engineer,hr,"$52,768.98",2001,963 Robert Fort,Codyborough,PA,39394,1971-11-21,Inactive
1099,Dana,Becker,dana.becker@lam.org,2020-01-27,HR SPECIALIST,hr,"$145,875.46",,5854 Katherine Greens Apt. 608,Sawyershire,CO,28727,2002-04-22,Active
1100,Nicole,Mccullough,,2023-05-02,project manager,sales,"$113,661.91",2003,5412 Ford Mill,Jonesland,MD,46528,1967-05-05,Inactive
1101,Shelby,Henderson,shelby.henderson@martin.com,2019-08-02,HR Specialist,Analytics,"$61,423.07",2002,951 David Drives Suite 665,East Joyhaven,AS,80487,1978-04-29,Active
1102,Bruce,Macdonald,bruce@note.com,2021-04-26,HR Specialist,Analytics,120017.22,2002,4392 Knight Village Apt. 842,New Denisestad,PW,44597,1982-08-11,On Leave
1103,Rebekah,Montes,rebekah.montes@thomas.com,2018-01-17,Data Analyst,IT,"$81,643.39",2002,353 Dixon Turnpike,Cookview,SC,78669,1962-03-13,On Leave
1104,Debbie,Dominguez,debbie.dominguez@stanley.org,2021-01-31,Project Manager,HR,148621.66,2001,49085 Jeremy Prairie Apt. 853,Evansfort,WV,14240,1978-05-16,On Leave
1105,Julie,Adams,,2023-10-29,Data Analyst,HR,75985.27,,59733 Miles Cliffs Suite 178,Suarezport,DE,28755,1971-11-06,Inactive
1106,Becky,Murphy,becky@loss.com,2022-10-16,SOFTWARE ENGINEER,HR,136264.56,2002,4322 Morgan Terrace Apt. 230,New Morganton,HI,32106,2003-11-18,Active
1107,Natasha,Foster,natasha@appear.com,2020-10-20,Sales Representative,HR,"$148,008.08",,91887 Wilson Park,Reidport,GA,54015,1984-10-07,On Leave
1108,Peter,Shelton,peter.shelton@hayes-robinson.com,2024-12-11,Sales Representative,IT,116813.56,,20485 Jonathan Extensions,West Wendyport,TN,42072,1987-04-05,Active
1109,Justin,Rosales,justin.rosales@mills.biz,2024-07-18,Data Analyst,Analytics,58410.48,2002,47232 Stephanie Point Suite 998,Leechester,NE,62667,1990-03-07,Inactive
1110,Ashley,Simpson,ASHLEY.SIMPSON@GREGORY.COM,2018-12-18,sales representative,marketing,80069.1,2001,67664 Parker Street,Lake Janet,NV,92749,1988-05-11,On Leave
1111,John,Mccoy,john.mccoy@kim-vazquez.com,2026-08-23,Software Engineer,HR,68712.21,,08738 Schneider Mountains Apt. 544,West Mark,WA,85235,1967-10-21,On Leave
1112,Shane,Ramirez,shane.ramirez@jackson-collins.net,2022-04-13,Sales Representative,Sales,"$47,660.05",,047 Davis Lake Suite 275,Marcusmouth,IL,22325,1962-09-08,On Leave
1113,Ryan,Burgess,ryan.burgess@wright-morgan.biz,2025-06-29,Software Engineer,IT,"$108,597.76",2002,61124 Stephanie Stravenue Apt. 974,New Pedro,VT,07833,1974-12-10,Inactive
1114,Dana,Jenkins,dana.jenkins@aguilar-conrad.com,2018-09-04,Software Engineer,IT,120367.57,2001,12227 Salazar Junctions Suite 051,Brownport,WV,86408,1995-05-05,Active
1115,Gregg,Garza,gregg.garza@mullins-powers.net,2022-12-17,Sales Representative,HR,64052.44,2002,21678 Francis Ferry Apt. 565,Kendrahaven,MS,11302,1982-03-22,Inactive
1116,Leonard,York,leonard.york@malone.com,2018-05-26,Data Analyst,Analytics,112700.04,2001,4454 Brown Camp,Johnton,NM,70107,2001-07-16,Active
1117,David,Smith,david.smith@boyd.net,2020-07-12,HR Specialist,IT,110830.39,2002,65811 Miller Street,New Crystalfurt,SD,35147,1999-12-10,On Leave
1118,Alicia,Williams,alicia.williams@white-mcmahon.com,2021-10-13,HR Specialist,IT,"$118,398.47",,4681 Nichols Way,East Christopher,IL,11970,1968-03-27,On Leave
1119,Sean,Gross,sean.gross@petersen.biz,2021-04-02,Software Engineer,Sales,122374.34,2003,829 Cheryl Mountain Apt. 524,Brandyside,MD,21795,1961-02-04,On Leave
1120,Ann,Roberson,ann@.com,2019-07-22,project manager,marketing,55533.86,,5983 Warner Haven Suite 617,South Robert,GU,59141,1986-05-17,Inactive
1121,Alexander,Williams,alexander.williams@perez.com,2018-11-11,HR SPECIALIST,hr,63474.92,,27534 Miller Extension Suite 996,Laurabury,AL,40926,1984-10-29,Active
1122,Matthew,Pena,matthew.pena@patel.com,2025-12-29,Project Manager,HR,92885.31,2003,31497 Rivera Camp Apt. 691,Dianeberg,OK,14250,1975-02-23,Inactive
1123,John,Hawkins,john.hawkins@mccullough.org,2018-01-02,Project Manager,Analytics,"$100,083.21",2001,44338 Paul Loop Suite 977,New Janet,KS,12233,1973-05-21,Inactive
1124,Cole,Barry,cole.barry@steele.com,2020-03-14,Sales Representative,Sales,142739.0,2003,264 Amy Prairie Apt. 975,Contrerasside,PW,23435,1979-06-12,Inactive
1125,Anthony,Miller,anthony.miller@torres-anderson.com,2026-02-14,Software Engineer,Marketing,82438.7,2003,707 Herring Lake,Michaelview,VT,71627,1998-12-19,On Leave
1126,Thomas,Suarez,thomas.suarez@henderson-bishop.org,2025-08-10,DATA ANALYST,marketing,"$50,355.82",2003,4706 Kristie Mall Apt. 212,Beststad,RI,03671,1979-12-25,Active
1127,Sarah,Patel,sarah.patel@@company.com,2018-10-17,HR SPECIALIST,SALES,85477.57,,483 Lewis Trail,Rosalesmouth,VI,87875,1968-10-08,Inactive
1128,Jason,Maldonado,jason.maldonado@morrow.org,2023-12-27,HR Specialist,IT,111150.24,2003,845 Porter Centers,Joseside,MN,46938,1987-05-21,Active
1129,Christopher,Spencer,christopher.spencer@romero.com,2020-01-10,Project Manager,Analytics,40925.19,2001,10927 Trujillo Brooks Suite 695,Gilbertchester,WV,73439,2001-05-03,Active
1130,Erica,Malone,erica.malone@higgins.com,2018-02-10,Project Manager,Sales,92243.08,,2773 Thomas Terrace Apt. 714,Port Bob,OH,08184,1986-08-04,On Leave
1131,Amanda,Reynolds,amanda.reynolds@wu.net,2019-02-26,Data Analyst,HR,70551.3,2002,51192 Hoffman Stravenue Suite 628,Priceton,AL,59138,1972-01-06,Inactive
1132,Christine,Hart,christine@us.com,2022-07-24,Data Analyst,Marketing,143458.6,2001,928 Katie Radial Suite 903,New Adam,OK,46365,2003-11-08,Active
1133,Matthew,Miller,matthew.miller@chavez.com,2022-09-30,HR Specialist,Sales,42985.58,2002,79214 Holland Stravenue,Shannonstad,SD,08782,1988-06-01,Active
1134,Joseph,Velez,joseph.velez@weiss.org,2023-05-16,Software Engineer,IT,97393.5,2003,57240 Luna Meadows Suite 084,Port Jamie,IN,30604,2001-12-14,On Leave
1135,Michael,Peterson,MICHAEL.PETERSON@WILSON.BIZ,2023-10-26,Software Engineer,Sales,"$71,562.46",2002,266 Erika Square,New Melissa,AK,92382,1986-07-29,On Leave
1136,Jared,Cook,jared.cook@bonilla-hicks.com,2022-05-04,Project Manager,Analytics,92853.86,,83580 Oneal Knoll,South Debra,ME,82087,1978-12-17,On Leave
1137,Dana,Snyder,dana.snyder@moses.info,2021-02-23,Data Analyst,HR,109513.04,2003,847 Fowler Mission Suite 850,Alvarezfort,MI,48878,1963-09-20,Active
1138,Kristen,Fisher,kristen.fisher@@company.com,2023-05-12,Project Manager,Marketing,144004.16,2002,86561 Maddox Pass Suite 516,Lake Alexland,ID,13718,1999-01-01,Active
1139,Amanda,Reed,amanda.reed@perez-christensen.com,2017-08-09,Software Engineer,HR,94889.57,2003,3907 Matthew Spring,East Brianbury,RI,22338,1975-07-28,Inactive
1140,Darlene,Moore,darlene.moore@roberts.com,2016-10-22,Project Manager,HR,"$148,994.37",2002,875 Charles Dam Apt. 662,North Elizabeth,AR,63360,1978-10-26,On Leave
1141,Sean,Moore,sean.moore@koch.com,2021-06-18,software engineer,marketing,124588.56,2002,366 Thomas Ville,Romerochester,NJ,07822,1965-05-31,Inactive
1142,Charles,Blackwell,CHARLES.BLACKWELL@JACKSON.ORG,2024-03-22,HR Specialist,Marketing,88536.75,2003,45452 Sheri Corner Apt. 536,Beckmouth,FM,79886,1981-01-11,On Leave
1143,John,Butler,john.butler@rivera.com,2022-01-03,Data Analyst,IT,75533.05,,7051 Keith Expressway Suite 160,New Amyburgh,ME,47187,1994-07-15,Inactive
1144,Tiffany,Coleman,tiffany.coleman@@company.com,2023-10-17,HR Specialist,Sales,70140.3,2001,3817 George Creek,East Judy,VA,69407,1984-08-02,Inactive
1145,Thomas,Olson,thomas.olson@hoffman.net,2024-03-28,Sales Representative,IT,135119.26,2003,7974 Marcia Vista,Hatfieldchester,DC,90596,1962-07-15,On Leave
1146,Shannon,Thornton,shannon.thornton@pollard-turner.com,2022-04-25,Project Manager,Marketing,45114.41,2002,65634 Payne Fort,New Jenniferville,AR,98367,1984-08-23,Active
1147,Ashley,Richardson,,2016-06-10,Data Analyst,HR,91182.9,2003,4726 Phillip Burg Suite 352,Smallside,TN,90541,1997-07-01,On Leave
1148,Matthew,Lewis,matthew.lewis@brown.com,2022-05-13,Sales Representative,Analytics,79086.77,2003,853 Krause Village Apt. 459,Lopezshire,OK,95556,1996-08-27,On Leave
1149,John,Richardson,john.richardson@palmer.com,2018-07-14,Project Manager,Marketing,50579.8,2001,84233 Cruz Circles Apt. 352,Margaretfurt,OK,79339,1971-04-15,On Leave
1150,Wanda,Dickson,wanda.dickson@turner.com,2017-06-05,SOFTWARE ENGINEER,MARKETING,148152.23,2003,246 Serrano Forest Suite 068,Michaelchester,PW,77084,1963-09-29,Active
1151,John,Roth,john.roth@sullivan.org,2023-06-04,hr specialist,IT,124345.17,2001,02545 Clark Union Suite 760,South Samuel,GU,89858,1990-06-24,Active
1152,Christopher,Hoover,christopher@.com,2027-03-10,SOFTWARE ENGINEER,HR,63412.68,,877 Nelson Estates Apt. 329,East Jenniferville,NV,90998,1963-03-16,On Leave
1153,Mason,Thomas,mason.thomas@butler.com,2016-05-08,HR SPECIALIST,sales,109655.46,2001,1304 Carrie Walks Suite 857,Anthonyshire,NC,83852,1970-03-15,Inactive
